card_id,grade,cost,name,dice_index,dice_kind,damage_type,min,max,use_type,use_text,trigger,effect_text
135,보급,2,힘줄의 소리,2,ATTACK,SLASH,3,5,,,적중,무작위 아군 2명의 체력 3 회복
136,고급,2,섬광의 창,1,ATTACK,PIERCE,3,7,사용시,책장을 1장 뽑음,,
136,고급,2,섬광의 창,2,ATTACK,PIERCE,3,7,사용시,책장을 1장 뽑음,,
137,보급,2,창 휩쓸기,1,ATTACK,SLASH,4,7,,,합 승리,대상에게 피해 2
137,보급,2,창 휩쓸기,2,ATTACK,PIERCE,3,5,,,,
138,한정,2,이글거리는 검,1,ATTACK,SLASH,3,7,,,적중,화상 2 부여
138,한정,2,이글거리는 검,2,ATTACK,PIERCE,3,7,,,적중,화상 2 부여
139,한정,2,깃털 방패,1,DEFENSE,,3,7,,,합 승리,화상 2 부여
139,한정,2,깃털 방패,2,DEFENSE,,3,7,,,합 승리,화상 2 부여
139,한정,2,깃털 방패,3,ATTACK,SLASH,2,4,,,,
140,고급,2,지금이 기회야,1,ATTACK,SLASH,3,7,사용시,"자신에게 출혈을 3 부여, 이 책장의 모든 주사위 위력 +2",적중,다음 막에 출혈 1 부여
140,고급,2,지금이 기회야,2,ATTACK,BLUNT,3,6,사용시,"자신에게 출혈을 3 부여, 이 책장의 모든 주사위 위력 +2",적중,다음 막에 출혈 1 부여
141,한정,2,정면 승부,1,ATTACK,SLASH,3,7,사용시,다음 막에 자신에게 출혈 1 부여,적중,다음 막에 출혈 1 부여
141,한정,2,정면 승부,2,ATTACK,SLASH,4,7,사용시,다음 막에 자신에게 출혈 1 부여,적중,다음 막에 출혈 1 부여
142,보급,2,찌르고 터트리기,1,ATTACK,PIERCE,3,7,,,합 승리,자신의 다음 주사위 최대값 +3
142,보급,2,찌르고 터트리기,2,ATTACK,PIERCE,3,6,,,,
143,고급,2,숫질,1,ATTACK,BLUNT,3,5,,,합 승리,빛 1 회복
143,고급,2,숫질,2,ATTACK,PIERCE,2,8,,,합 승리,다음 막에 힘 1을 얻음
144,고급,2,판 엎기,1,ATTACK,BLUNT,3,6,,이 책장을 버리면 다음 막 모든 아군에게 신속 1 부여,적중,다음 막에 마비 1 부여
144,고급,2,판 엎기,2,ATTACK,BLUNT,2,6,,이 책장을 버리면 다음 막 모든 아군에게 신속 1 부여,합 승리,다음 막에 마비 1 부여
145,고급,2,손패 섞기,1,DEFENSE,,3,6,사용시,비용이 가장 낮은 책장 1장을 버린다. 책장을 1장 뽑음,,
145,고급,2,손패 섞기,2,ATTACK,BLUNT,3,7,사용시,비용이 가장 낮은 책장 1장을 버린다. 책장을 1장 뽑음,,
146,한정,3,한 점만 노리겠어,1,ATTACK,PIERCE,6,20,원거리,일회성,적중,다음 막에 취약 2 부여
147,예술,3,새벽녘,1,DEFENSE,,3,8,사용시,무작위로 다른 아군 2명에게 보호 2 부여,,
147,예술,3,새벽녘,2,ATTACK,SLASH,7,18,사용시,무작위로 다른 아군 2명에게 보호 2 부여,적중,화상 3 부여
148,한정,3,관측,1,DEFENSE,,2,6,사용시,다음 막에 힘 3을 얻음,,
148,한정,3,관측,2,ATTACK,BLUNT,2,4,사용시,다음 막에 힘 3을 얻음,적중,다음 막에 마비 1 부여
148,한정,3,관측,3,ATTACK,BLUNT,1,5,사용시,다음 막에 힘 3을 얻음,,
149,한정,3,구속의 팔,1,ATTACK,BLUNT,5,15,사용시,이 책장의 비용 1 감소(최대 2번),적중,다음 막에 마비 1 부여
150,한정,3,고통의 분노,1,ATTACK,BLUNT,2,8,사용시,"자신에게 피해 7, 모든 주사위 위력+2",,
150,한정,3,고통의 분노,2,ATTACK,BLUNT,2,8,사용시,"자신에게 피해 7, 모든 주사위 위력+2",,
150,한정,3,고통의 분노,3,ATTACK,SLASH,2,7,사용시,"자신에게 피해 7, 모든 주사위 위력+2",,
151,한정,3,묵직한 소리,1,ATTACK,BLUNT,5,18,전투 시작,무작위 적 2명에게 허약 1 부여,,
152,한정,3,맹연습,1,EVADE,,1,5,사용시,빛 2 회복,,
152,한정,3,맹연습,2,ATTACK,BLUNT,3,8,사용시,빛 2 회복,,
152,한정,3,맹연습,3,ATTACK,SLASH,3,7,사용시,빛 2 회복,,
153,한정,3,꿰뚫기,1,ATTACK,PIERCE,6,18,,,적중,대상에게 피해 5
153,한정,3,꿰뚫기,2,DEFENSE,,2,7,,,,
154,한정,3,격돌,1,ATTACK,PIERCE,4,8,,,합 승리,빛 1 회복
154,한정,3,격돌,2,ATTACK,PIERCE,4,8,,,합 승리,빛 1 회복
155,한정,3,죽어,1,ATTACK,BLUNT,1,8,사용시,"자신에게 출혈을 5 부여, 이 책장의 모든 주사위 위력 +3",적중,다음 막에 출혈 1 부여
155,한정,3,죽어,2,DEFENSE,,2,7,사용시,"자신에게 출혈을 5 부여, 이 책장의 모든 주사위 위력 +3",,
155,한정,3,죽어,3,ATTACK,SLASH,3,8,사용시,"자신에게 출혈을 5 부여, 이 책장의 모든 주사위 위력 +3",적중,다음 막에 출혈 1 부여
156,한정,3,제련,1,ATTACK,PIERCE,3,5,전투 시작,이번 막 동안 관통 위력 +2,합 승리,자신의 다음 주사위 최대값 +3
156,한정,3,제련,2,ATTACK,SLASH,2,4,전투 시작,이번 막 동안 관통 위력 +2,합 승리,자신의 다음 주사위 최대값 +3
156,한정,3,제련,3,ATTACK,PIERCE,2,4,전투 시작,이번 막 동안 관통 위력 +2,,
157,한정,3,앵화,1,EVADE,,2,6,사용시,손에 있는 책장이 4장 이상이라면 무작위 4장을 버림. 4장을 버렸다면 공격 주사위 최소값 +3,,
157,한정,3,앵화,2,ATTACK,SLASH,2,6,사용시,손에 있는 책장이 4장 이상이라면 무작위 4장을 버림. 4장을 버렸다면 공격 주사위 최소값 +3,,
157,한정,3,앵화,3,ATTACK,BLUNT,2,5,사용시,손에 있는 책장이 4장 이상이라면 무작위 4장을 버림. 4장을 버렸다면 공격 주사위 최소값 +3,,
158,한정,4,재단,1,ATTACK,PIERCE,6,10,,,적중,다음 막에 출혈 3 부여
158,한정,4,재단,2,ATTACK,PIERCE,6,10,,,적중,다음 막에 출혈 3 부여
159,한정,4,먹칠,1,ATTACK,SLASH,1,6,,,,손에 있는 책장 수만큼 위력 증가
159,한정,4,먹칠,2,DEFENSE,,2,8,,,,
159,한정,4,먹칠,3,ATTACK,SLASH,3,10,,,적중,다음 막에 출혈 3 부여
160,고급,0,위기 극복,1,ATTACK,SLASH,2,7,사용시,책장을 1장 뽑음,적중,체력이 25% 이하면 빛 1 회복
161,고급,0,인형 방패,1,DEFENSE,,2,7,사용시,빛 1 회복,,
161,고급,0,인형 방패,2,ATTACK,BLUNT,2,4,사용시,빛 1 회복,,
162,보급,0,에너지 순환,1,ATTACK,PIERCE,2,7,사용시,충전 3을 얻음,적중,빛 1 회복
162,보급,0,에너지 순환,2,ATTACK,BLUNT,2,4,사용시,충전 3을 얻음,,
163,보급,0,곰방대,1,DEFENSE,,3,8,사용시,연기 2를 얻음. 빛 1 회복,,
163,보급,0,곰방대,2,EVADE,,1,6,사용시,연기 2를 얻음. 빛 1 회복,,
164,보급,0,앙가즈망,1,ATTACK,SLASH,1,8,사용시,자신의 손에 '앙가드' 전투 책장 추가,,
165,보급,2,앙가드,1,ATTACK,SLASH,6,10,사용시,자신과 대상에게 다음 막에 힘 1 부여,,
166,보급,0,발검,1,ATTACK,SLASH,3,6,사용시,빛 1 회복,,
167,고급,1,비검,1,ATTACK,SLASH,2,6,사용시,다음 막에 신속 2를 얻음,,
167,고급,1,비검,2,ATTACK,SLASH,3,7,사용시,다음 막에 신속 2를 얻음,,
168,보급,1,필사적인 사투,1,ATTACK,SLASH,3,5,사용시,"자신에게 피해 5, 이 책장의 모든 주사위 위력+2",,
168,보급,1,필사적인 사투,2,ATTACK,SLASH,2,5,사용시,"자신에게 피해 5, 이 책장의 모든 주사위 위력+2",,
169,고급,1,기기긱,1,DEFENSE,,3,6,사용시,빛 2 회복,,
169,고급,1,기기긱,2,ATTACK,BLUNT,3,6,사용시,빛 2 회복,,
170,고급,1,서커스 칼날,1,ATTACK,BLUNT,3,7,,,적중,다음 막에 출혈 2 부여
170,고급,1,서커스 칼날,2,ATTACK,SLASH,2,6,,,,
171,고급,1,저글링,1,ATTACK,BLUNT,6,11,원거리,일회성,적중,다음 막에 마비 1 부여
172,고급,1,와일드 카드,1,ATTACK,PIERCE,4,8,원거리,이 책장은 사용 후에 소멸됨,적중,체력 2 회복
172,고급,1,와일드 카드,2,ATTACK,BLUNT,3,8,원거리,이 책장은 사용 후에 소멸됨,,
173,보급,1,연료 뽑기,1,ATTACK,PIERCE,3,7,사용시,빛 2 회복,적중,체력 2 회복
173,보급,1,연료 뽑기,2,DEFENSE,,2,6,사용시,빛 2 회복,,
174,보급,1,뒷골목의 밤,1,ATTACK,BLUNT,6,9,전투 개시,이번 막 동안 모든 주사위의 위력 -2,적중,체력 3 회복
174,보급,1,뒷골목의 밤,2,ATTACK,PIERCE,5,9,전투 개시,이번 막 동안 모든 주사위의 위력 -2,적중,체력 2 회복
175,보급,1,믿음,1,ATTACK,PIERCE,3,8,사용시,빛 1 회복,,
175,보급,1,믿음,2,ATTACK,SLASH,2,6,사용시,빛 1 회복,,
176,한정,1,목표 포착,1,DEFENSE,,2,5,,"내 손에 책장이 7장 이상이라면, 이 책장의 모든 주사위 위력 +2",,
176,한정,1,목표 포착,2,DEFENSE,,2,5,,"내 손에 책장이 7장 이상이라면, 이 책장의 모든 주사위 위력 +2",,
176,한정,1,목표 포착,3,ATTACK,PIERCE,3,7,,"내 손에 책장이 7장 이상이라면, 이 책장의 모든 주사위 위력 +2",적중,다음 막에 속박 1 부여
177,고급,1,수행자의 검,1,ATTACK,BLUNT,7,11,전투 시작,이번 막 동안 모든 주사위의 위력 -3,,
177,고급,1,수행자의 검,2,ATTACK,PIERCE,7,10,전투 시작,이번 막 동안 모든 주사위의 위력 -3,,
178,보급,1,되돌리기,1,EVADE,,2,9,사용시,충전 4을 얻음,,
178,보급,1,되돌리기,2,DEFENSE,,2,5,사용시,충전 4을 얻음,,
178,보급,1,되돌리기,3,ATTACK,PIERCE,2,6,사용시,충전 4을 얻음,적중,체력 2 회복
179,보급,1,도약,1,ATTACK,PIERCE,3,7,사용시,다음 막에 신속 1을 얻음. 충전 3을 소모하여 책장을 2장 뽑음.,,
179,보급,1,도약,2,ATTACK,BLUNT,3,5,사용시,다음 막에 신속 1을 얻음. 충전 3을 소모하여 책장을 2장 뽑음.,,
180,고급,1,연기 흡입,1,DEFENSE,,2,8,사용시,연기 3을 얻음,,
180,고급,1,연기 흡입,2,ATTACK,BLUNT,3,8,사용시,연기 3을 얻음,적중,연기 4를 얻음
181,보급,1,숨은 칼날,1,EVADE,,2,9,사용시,연기 2를 소모하여 이 책장의 모든 주사위 위력 +2,,
181,보급,1,숨은 칼날,2,ATTACK,SLASH,4,8,사용시,연기 2를 소모하여 이 책장의 모든 주사위 위력 +2,적중,다음 막에 출혈 3 부여
182,보급,1,리포스트,1,DEFENSE,,3,7,,,합 승리,자신의 다음 주사위 위력 +1
182,보급,1,리포스트,2,ATTACK,SLASH,4,8,,,,
183,고급,1,자법,1,ATTACK,PIERCE,3,7,전투 시작,이번 막 동안 참격 위력 +1,적중,자신의 다음 주사위 최대값 +2
183,고급,1,자법,2,ATTACK,SLASH,2,4,전투 시작,이번 막 동안 참격 위력 +1,합 승리,빛 1 회복
184,한정,2,극검,1,ATTACK,SLASH,6,12,,,적중,다음 막에 무장 해제 1 부여
185,한정,2,섬격,1,ATTACK,SLASH,3,7,사용시,속도가 6 이상이면 이 책장의 모든 주사위 위력+2,,
185,한정,2,섬격,2,ATTACK,SLASH,3,6,사용시,속도가 6 이상이면 이 책장의 모든 주사위 위력+2,,
185,한정,2,섬격,3,EVADE,,2,5,사용시,속도가 6 이상이면 이 책장의 모든 주사위 위력+2,,
186,보급,2,끝 없는 전투,1,DEFENSE,,4,7,사용시,자신의 체력이 25% 이하라면 이 책장의 모든 주사위 위력+1,,
186,보급,2,끝 없는 전투,2,ATTACK,BLUNT,3,6,사용시,자신의 체력이 25% 이하라면 이 책장의 모든 주사위 위력+1,,
186,보급,2,끝 없는 전투,3,ATTACK,SLASH,3,7,사용시,자신의 체력이 25% 이하라면 이 책장의 모든 주사위 위력+1,,
187,고급,2,꼭두각시,1,DEFENSE,,4,8,,,,
187,고급,2,꼭두각시,2,EVADE,,3,9,,,,
187,고급,2,꼭두각시,3,ATTACK,BLUNT,4,8,,,적중,다음 막에 무장 해제 1 부여
188,고급,2,삐그덕,1,ATTACK,BLUNT,5,8,,,,
188,고급,2,삐그덕,2,ATTACK,BLUNT,3,7,,,,
188,고급,2,삐그덕,3,DEFENSE,,4,6,,,,
189,예술,2,333..1973,1,ATTACK,PIERCE,3,8,일회성,,,
189,예술,2,333..1973,2,DEFENSE,,3,7,일회성,,,
190,고급,2,뒷골목 청소,1,ATTACK,PIERCE,4,7,,,적중,다음 막에 마비 2 부여
190,고급,2,뒷골목 청소,2,DEFENSE,,2,6,,,,
190,고급,2,뒷골목 청소,3,ATTACK,SLASH,3,7,,,적중,체력 3 회복
191,한정,2,가족을 위하여,1,ATTACK,PIERCE,4,7,전투 시작,무작위 아군 2명에게 다음 막에 보호 1 부여,적중,다음 막에 출혈 2 부여
191,한정,2,가족을 위하여,2,EVADE,,3,7,전투 시작,무작위 아군 2명에게 다음 막에 보호 1 부여,,
191,한정,2,가족을 위하여,3,ATTACK,BLUNT,3,7,전투 시작,무작위 아군 2명에게 다음 막에 보호 1 부여,,
192,고급,2,지령이 향하는 곳,1,ATTACK,PIERCE,4,7,사용시,"중복된 책장을 보유하고 있지 않다면, 이 책장의 모든 주사위 위력 +1",적중,다음 막에 취약 1 부여
192,고급,2,지령이 향하는 곳,2,ATTACK,PIERCE,3,7,사용시,"중복된 책장을 보유하고 있지 않다면, 이 책장의 모든 주사위 위력 +1",,
193,고급,2,지령 수행,1,ATTACK,BLUNT,3,6,사용시,"중복된 책장을 보유하고 있지 않다면, 이 책장의 모든 주사위 위력 +1",,
193,고급,2,지령 수행,2,ATTACK,BLUNT,3,5,사용시,"중복된 책장을 보유하고 있지 않다면, 이 책장의 모든 주사위 위력 +1",,
193,고급,2,지령 수행,3,ATTACK,PIERCE,1,4,사용시,"중복된 책장을 보유하고 있지 않다면, 이 책장의 모든 주사위 위력 +1",,
194,한정,2,처형,1,ATTACK,SLASH,3,5,,,,중복된 책장을 보유하고 있지 않다면 위력 +4
194,한정,2,처형,2,ATTACK,SLASH,3,6,,,,
195,고급,2,차원의 틈,1,ATTACK,SLASH,4,8,사용시,충전 6을 얻음,,
195,고급,2,차원의 틈,2,ATTACK,SLASH,3,8,사용시,충전 6을 얻음,,
196,한정,2,포 뜨기,1,ATTACK,SLASH,4,8,사용시,연기 2를 소모하여 이 책장의 모든 주사위 위력 +2,적중,
196,한정,2,포 뜨기,2,ATTACK,SLASH,3,7,사용시,연기 2를 소모하여 이 책장의 모든 주사위 위력 +2,적중,대상에게 있는 (연기x0.5) 만큼 출혈 부여
197,고급,2,연기의 궤적,1,ATTACK,BLUNT,4,8,,,적중,연기 1 부여
197,고급,2,연기의 궤적,2,ATTACK,BLUNT,3,7,,,적중,연기 2 부여
197,고급,2,연기의 궤적,3,DEFENSE,,3,5,,,,
198,보급,2,맹렬한 돌진,1,ATTACK,SLASH,7,12,,,적중,화상 3 부여
199,보급,2,플레쉬,1,ATTACK,PIERCE,5,13,,,합 승리,흐트러짐 피해 4. 다음 막에 취약 1 부여
200,한정,2,처단,1,ATTACK,SLASH,3,8,,,합 승리,다음 막에 힘 1을 얻음
200,한정,2,처단,2,ATTACK,SLASH,3,6,,,적중,빛 1 회복
201,한정,3,자동 이동,1,EVADE,,2,9,사용시,다음 막에 신속 2를 얻음,합 승리,자신의 다음 주사위 위력 +2
201,한정,3,자동 이동,2,ATTACK,BLUNT,3,8,사용시,다음 막에 신속 2를 얻음,,
201,한정,3,자동 이동,3,ATTACK,BLUNT,4,7,사용시,다음 막에 신속 2를 얻음,,
201,한정,3,자동 이동,4,EVADE,,3,8,사용시,다음 막에 신속 2를 얻음,,
202,예술,3,억압당한 육체,1,DEFENSE,,4,7,사용시,책장을 1장 뽑음,,
202,예술,3,억압당한 육체,2,ATTACK,BLUNT,4,9,사용시,책장을 1장 뽑음,,대상의 현재 수비 주사위 위력 -3
202,예술,3,억압당한 육체,3,ATTACK,BLUNT,4,9,사용시,책장을 1장 뽑음,적중,대상에게 흐트러짐 피해 3
202,예술,3,억압당한 육체,4,ATTACK,BLUNT,3,7,사용시,책장을 1장 뽑음,,
203,한정,3,묵직한 일격,1,DEFENSE,,4,8,사용시,책장을 1장 뽑음,,
203,한정,3,묵직한 일격,2,ATTACK,BLUNT,5,16,사용시,책장을 1장 뽑음,적중,"다음 막에 허약 1, 무장해제 1, 속박 1 부여"
204,고급,3,예리한 손톱,1,DEFENSE,,4,8,,,,
204,고급,3,예리한 손톱,2,ATTACK,BLUNT,5,8,,,,
204,고급,3,예리한 손톱,3,ATTACK,PIERCE,4,9,,,적중,흐트러짐 저항 5 회복
204,고급,3,예리한 손톱,4,ATTACK,SLASH,3,7,,,,
205,보급,3,지령의 뜻,1,EVADE,,3,8,사용시,중복된 책장을 보유하고 있지 않다면 책장을 3장 뽑음,,
205,보급,3,지령의 뜻,2,ATTACK,PIERCE,4,8,사용시,중복된 책장을 보유하고 있지 않다면 책장을 3장 뽑음,,
205,보급,3,지령의 뜻,3,ATTACK,PIERCE,4,7,사용시,중복된 책장을 보유하고 있지 않다면 책장을 3장 뽑음,,
206,한정,3,파동,1,EVADE,,2,5,사용시,충전 3을 사용하여 이 책장의 모든 주사위 위력 +3,합 패배,자신의 다음 주사위 위력 +2
206,한정,3,파동,2,ATTACK,BLUNT,5,17,사용시,충전 3을 사용하여 이 책장의 모든 주사위 위력 +3,적중,다음 막에 속박 2 부여
207,고급,3,과충전,1,ATTACK,PIERCE,5,13,사용시,충전 10를 얻고 다음 막에 행동불가 상태가 됨,,
207,고급,3,과충전,2,ATTACK,SLASH,4,12,사용시,충전 10를 얻고 다음 막에 행동불가 상태가 됨,,
207,고급,3,과충전,3,ATTACK,PIERCE,5,11,사용시,충전 10를 얻고 다음 막에 행동불가 상태가 됨,,
207,고급,3,과충전,4,DEFENSE,,2,6,사용시,충전 10를 얻고 다음 막에 행동불가 상태가 됨,,
208,고급,3,깊은 숨결,1,ATTACK,BLUNT,6,19,사용시,책장을 1장 뽑음,적중,연기 7 부여
208,고급,3,깊은 숨결,2,EVADE,,1,9,사용시,책장을 1장 뽑음,,
209,고급,3,감각 상실,1,DEFENSE,,5,8,,,,
209,고급,3,감각 상실,2,ATTACK,BLUNT,5,9,,,적중,대상에게 연기가 7 이상 있다면 마비 2와 허약 1 부여
209,고급,3,감각 상실,3,ATTACK,SLASH,4,9,,,적중,대상에게 연기가 3 이상 있다면 책장을 2장 뽑음
210,보급,3,물리네,1,ATTACK,SLASH,5,9,,,합 승리,마지막 주사위 최대값 +2
210,보급,3,물리네,2,ATTACK,BLUNT,5,9,,,합 승리,마지막 주사위 최대값 +2
210,보급,3,물리네,3,ATTACK,SLASH,3,8,,,합 승리,다음 막에 취약 2 부여
211,예술,3,살주,1,ATTACK,SLASH,3,6,전투 시작,이번 막 동안 참격 위력 +3,,
211,예술,3,살주,2,DEFENSE,,2,8,전투 시작,이번 막 동안 참격 위력 +3,,
212,보급,0,정면 돌파,1,ATTACK,PIERCE,2,7,사용시,빛 1 회복,,
212,보급,0,정면 돌파,2,ATTACK,PIERCE,1,2,사용시,빛 1 회복,,
213,보급,0,해금 - I,1,ATTACK,SLASH,2,6,일회성,,,
214,보급,0,해금 - II,1,ATTACK,SLASH,2,6,일회성,,,
214,보급,0,해금 - II,2,ATTACK,PIERCE,1,3,일회성,,,
215,보급,0,해금 - III,1,ATTACK,SLASH,3,7,사용시,빛 1 회복. 책장을 1장 뽑는다,적중,연기 2 부여
215,보급,0,해금 - III,2,ATTACK,PIERCE,2,4,사용시,빛 1 회복. 책장을 1장 뽑는다,,
216,보급,0,일점 찌르기,1,ATTACK,PIERCE,3,9,사용시,다음 막 시작에 덱에 있는 다른 '일점 찌르기'를 모두 뽑는다.,적중,화상 1 부여
217,보급,0,풀뜯기,1,DEFENSE,,3,7,사용시,빛 1 회복. 충전 3을 얻음,,
217,보급,0,풀뜯기,2,ATTACK,PIERCE,3,4,사용시,빛 1 회복. 충전 3을 얻음,,
219,한정,0,의지의 검,1,ATTACK,BLUNT,3,7,,이 책장의 비용은 자신의 최대 빛과 같아진다.,,
219,한정,0,의지의 검,2,ATTACK,SLASH,3,7,,이 책장의 비용은 자신의 최대 빛과 같아진다.,,
219,한정,0,의지의 검,3,ATTACK,PIERCE,2,5,,이 책장의 비용은 자신의 최대 빛과 같아진다.,,
220,보급,0,틈새 공격,1,DEFENSE,,4,6,사용시,다음 막에 신속 1을 얻음,,
220,보급,0,틈새 공격,2,ATTACK,PIERCE,3,8,사용시,다음 막에 신속 1을 얻음,합 승리,다음 막에 속박 1 부여
221,보급,0,하르페,1,ATTACK,BLUNT,1,2,,,,
221,보급,0,하르페,2,ATTACK,BLUNT,2,7,,,적중,보호 1을 얻음
222,보급,0,맞바꾸기,1,ATTACK,BLUNT,3,6,,이 책장을 버리면 책장을 1장 뽑음,적중,다음 막에 마비 1 부여
222,보급,0,맞바꾸기,2,ATTACK,SLASH,3,5,,이 책장을 버리면 책장을 1장 뽑음,,
223,보급,0,시범 사용,1,ATTACK,BLUNT,2,6,사용시,연기 3을 얻음,,
223,보급,0,시범 사용,2,ATTACK,SLASH,2,3,사용시,연기 3을 얻음,,
224,보급,0,쐐기 찌르기,1,ATTACK,PIERCE,3,6,사용시,빛 1 회복,,
224,보급,0,쐐기 찌르기,2,ATTACK,PIERCE,1,3,사용시,빛 1 회복,적중,다음 막에 취약 1 부여
225,고급,1,짓이기기,1,ATTACK,SLASH,3,6,,,적중,다음 막에 출혈 1 부여
225,고급,1,짓이기기,2,ATTACK,SLASH,3,5,,,적중,다음 막에 출혈 1 부여
225,고급,1,짓이기기,3,DEFENSE,,3,7,,,,
226,고급,1,몰아치기,1,ATTACK,BLUNT,3,7,전투 시작,이번 막 동안 모든 공격 주사위 피해량+1,,대상의 현재 수비 주사위 위력 -2
226,고급,1,몰아치기,2,ATTACK,PIERCE,3,7,전투 시작,이번 막 동안 모든 공격 주사위 피해량+1,적중,화상 1 부여
227,보급,1,올려차기,1,ATTACK,BLUNT,5,10,,,적중,책장을 1장 뽑음
228,고급,1,전면전,1,DEFENSE,,4,9,사용시,긍정 감정 1 누적,,
228,고급,1,전면전,2,ATTACK,SLASH,4,8,사용시,긍정 감정 1 누적,,
229,보급,1,철의 방어,1,DEFENSE,,3,8,,,,
229,보급,1,철의 방어,2,DEFENSE,,3,7,,,,
229,보급,1,철의 방어,3,ATTACK,SLASH,2,5,,,,
230,보급,1,계급과 존중,1,ATTACK,SLASH,4,8,사용시,빛 2 회복,적중,다음 막에 출혈 2 부여
231,보급,1,에너지 방패,1,DEFENSE,,3,4,사용시,충전 3을 얻음,합 패배,충전 1을 얻음
231,보급,1,에너지 방패,2,DEFENSE,,3,7,사용시,충전 3을 얻음,,
231,보급,1,에너지 방패,3,ATTACK,PIERCE,3,5,사용시,충전 3을 얻음,,
232,보급,1,에너지 전환,1,ATTACK,BLUNT,3,7,사용시,충전 4를 소모하여 빛 3 회복,적중,책장을 1장 뽑음
232,보급,1,에너지 전환,2,ATTACK,SLASH,2,5,사용시,충전 4를 소모하여 빛 3 회복,,
233,보급,1,톱니가 이끄는 대로,1,DEFENSE,,3,7,사용시,연기 2를 얻음. 빛 2 회복,,
233,보급,1,톱니가 이끄는 대로,2,ATTACK,PIERCE,4,6,사용시,연기 2를 얻음. 빛 2 회복,,
234,보급,1,다중 베기,1,ATTACK,SLASH,3,7,사용시,책장을 1장 뽑는다. '유일' 상태라면 빛 2 회복,,
234,보급,1,다중 베기,2,ATTACK,BLUNT,1,4,사용시,책장을 1장 뽑는다. '유일' 상태라면 빛 2 회복,,
235,보급,1,격렬한 불꽃,1,ATTACK,SLASH,3,8,전투 시작,"이번 막 동안 전투 책장으로 화상을 부여할 때, 부여하는 화상 수치 +1",적중,화상 1 부여
235,보급,1,격렬한 불꽃,2,ATTACK,PIERCE,3,7,전투 시작,"이번 막 동안 전투 책장으로 화상을 부여할 때, 부여하는 화상 수치 +1",,
236,한정,1,복제,1,DEFENSE,,2,7,사용시,손에서 원래 비용이 가장 높은 책장 하나와 동일한 책장을 손에 추가한다.,,
236,한정,1,복제,2,ATTACK,SLASH,2,5,사용시,손에서 원래 비용이 가장 높은 책장 하나와 동일한 책장을 손에 추가한다.,,
237,보급,1,사검술,1,ATTACK,SLASH,3,6,사용시,책장을 1장 뽑음,,
237,보급,1,사검술,2,ATTACK,SLASH,2,4,사용시,책장을 1장 뽑음,,
238,보급,1,뱀의 표적,1,ATTACK,PIERCE,3,5,전투 시작,"이번 막 동안 전투 책장으로 출혈을 부여할 때, 부여하는 출혈 수치 +1",,
238,보급,1,뱀의 표적,2,ATTACK,PIERCE,3,7,전투 시작,"이번 막 동안 전투 책장으로 출혈을 부여할 때, 부여하는 출혈 수치 +1",적중,다음 막에 출혈 1 부여
239,보급,1,단검술 찌르기,1,ATTACK,PIERCE,2,7,사용시,다음 막에 신속 2을 얻음,,
239,보급,1,단검술 찌르기,2,DEFENSE,,4,6,사용시,다음 막에 신속 2을 얻음,,
239,보급,1,단검술 찌르기,3,ATTACK,PIERCE,3,7,사용시,다음 막에 신속 2을 얻음,적중,다음 막에 속박 1 부여
240,고급,1,페인트,1,ATTACK,SLASH,2,7,,,,
240,고급,1,페인트,2,ATTACK,BLUNT,3,7,,,,
240,고급,1,페인트,3,ATTACK,PIERCE,3,7,,,적중,다음 막에 속박 1 부여
241,고급,1,모래 베기,1,DEFENSE,,4,9,,,,
241,고급,1,모래 베기,2,ATTACK,SLASH,3,9,,,합 승리,보호 1을 얻음
242,고급,1,모래 타격,1,ATTACK,BLUNT,4,8,,,합 승리,다음 막에 인내 1을 얻음
242,고급,1,모래 타격,2,DEFENSE,,4,8,,,,
243,보급,1,보험 보상,1,ATTACK,SLASH,3,8,,이 책장을 버리면 빛 1을 회복한다.,,
243,보급,1,보험 보상,2,ATTACK,BLUNT,3,7,,이 책장을 버리면 빛 1을 회복한다.,적중,다음 막에 마비 1 부여
244,보급,1,연기 타격,1,DEFENSE,,4,8,사용시,연기 3을 얻음,,
244,보급,1,연기 타격,2,ATTACK,BLUNT,5,8,사용시,연기 3을 얻음,적중,"빛 1 회복, 연기 3 부여"
245,고급,1,연기 강타,1,EVADE,,4,8,사용시,"자신에게 연기가 9 이상 있다면, 이 책장의 모든 주사위 위력 +2",,
245,고급,1,연기 강타,2,ATTACK,SLASH,6,9,사용시,"자신에게 연기가 9 이상 있다면, 이 책장의 모든 주사위 위력 +2",적중,연기 2 부여
246,보급,1,가로지르기,1,DEFENSE,,4,8,,,,
246,보급,1,가로지르기,2,ATTACK,SLASH,4,6,,,적중,다음 막에 마비 1 부여
247,고급,1,완벽한 타격,1,DEFENSE,,4,8,,,,
247,고급,1,완벽한 타격,2,ATTACK,BLUNT,5,7,,,적중,다음 막에 취약 2 부여
248,한정,2,쑤셔넣기,1,ATTACK,PIERCE,7,12,사용시,책장을 1장 뽑음,합 승리,다음 막에 출혈 3 부여
249,한정,2,내면의 열혈,1,DEFENSE,,4,9,사용시,긍정 감정 1 누적,,
249,한정,2,내면의 열혈,2,ATTACK,SLASH,6,10,사용시,긍정 감정 1 누적,,
